kst_dtm,kpx_group_1,kpx_group_2,kpx_group_3,kpx_group_1_longzero,kpx_group_2_longzero,kpx_group_3_longzero
2022-01-15 15:00:00,11180.021,15359.874,,0,0,0
2022-01-15 16:00:00,12221.368,16864.042,,0,0,0
2022-01-15 17:00:00,11382.505,13985.874,,0,0,0
2022-01-15 18:00:00,7549.768,11136.632,,0,0,0
2022-01-15 19:00:00,9155.179,12597.411,,0,0,0
2022-01-15 20:00:00,8923.768,10066.358,,0,0,0
2022-01-15 21:00:00,9097.326,11252.337,,0,0,0
2022-01-15 22:00:00,13465.2,16661.558,,0,0,0
2022-01-15 23:00:00,15837.158,19105.832,,0,0,0
2022-01-16 00:00:00,16516.926,19930.232,,0,0,0
2022-01-16 01:00:00,16111.958,18541.768,,0,0,0
2022-01-16 02:00:00,15128.463,18454.989,,0,0,0
2022-01-16 03:00:00,15070.611,18541.768,,0,0,0
2022-01-16 04:00:00,15547.895,19814.526,,0,0,0
2022-01-16 05:00:00,16574.779,20407.516,,0,0,0
2022-01-16 06:00:00,16285.516,20523.221,,0,0,0
2022-01-16 07:00:00,16328.905,19959.158,,0,0,0
2022-01-16 08:00:00,16386.758,19988.084,,0,0,0
2022-01-16 09:00:00,15808.232,19713.284,,0,0,0
2022-01-16 10:00:00,14578.863,17471.495,,0,0,0
2022-01-16 11:00:00,13479.663,15620.211,,0,0,0
2022-01-16 12:00:00,12539.558,14521.011,,0,0,0
2022-01-16 13:00:00,12423.853,14144.968,,0,0,0
2022-01-16 14:00:00,11440.358,12785.432,,0,0,0
2022-01-16 15:00:00,12554.021,14954.905,,0,0,0
2022-01-16 16:00:00,10153.137,11223.411,,0,0,0
2022-01-16 17:00:00,10818.442,12018.884,,0,0,0
2022-01-16 18:00:00,12539.558,15490.042,,0,0,0
2022-01-16 19:00:00,13392.884,14969.368,,0,0,0
2022-01-16 20:00:00,13190.4,16242.126,,0,0,0
2022-01-16 21:00:00,13118.084,15663.6,,0,0,0
2022-01-16 22:00:00,12076.737,17630.589,,0,0,0
2022-01-16 23:00:00,13219.326,17731.832,,0,0,0
2022-01-17 00:00:00,13682.147,18932.274,,0,0,0
2022-01-17 01:00:00,12669.726,18151.263,,0,0,0
2022-01-17 02:00:00,13045.768,18339.284,,0,0,0
2022-01-17 03:00:00,15330.947,19988.084,,0,0,0
2022-01-17 04:00:00,13277.179,18758.716,,0,0,0
2022-01-17 05:00:00,10312.232,16603.705,,0,0,0
2022-01-17 06:00:00,10341.158,16430.147,,0,0,0
2022-01-17 07:00:00,11527.137,17992.168,,0,0,0
2022-01-17 08:00:00,14983.832,19828.989,,0,0,0
2022-01-17 09:00:00,17587.2,20306.274,,0,0,0
2022-01-17 10:00:00,13494.126,17963.242,,0,0,0
2022-01-17 11:00:00,13870.168,18512.842,,0,0,0
2022-01-17 12:00:00,14014.8,19250.463,,0,0,0
2022-01-17 13:00:00,14376.379,19019.053,,0,0,0
2022-01-17 14:00:00,13841.242,16979.747,,0,0,0
2022-01-17 15:00:00,13580.905,15359.874,,0,0,0
2022-01-17 16:00:00,14318.526,17095.453,,0,0,0
2022-01-17 17:00:00,13494.126,14665.642,,0,0,0
2022-01-17 18:00:00,14058.189,15128.463,,0,0,0
2022-01-17 19:00:00,13465.2,12901.137,,0,0,0
2022-01-17 20:00:00,11801.937,12047.811,,0,0,0
2022-01-17 21:00:00,13682.147,15605.747,,0,0,0
2022-01-17 22:00:00,13855.705,15620.211,,0,0,0
2022-01-17 23:00:00,10456.863,7173.726,,0,0,0
2022-01-18 00:00:00,7578.695,4859.621,,0,0,0
2022-01-18 01:00:00,10355.621,11411.432,,0,0,0
2022-01-18 02:00:00,8822.526,13277.179,,0,0,0
2022-01-18 03:00:00,10225.453,15258.632,,0,0,0
2022-01-18 04:00:00,10702.737,14564.4,,0,0,0
2022-01-18 05:00:00,14954.905,18339.284,,0,0,0
2022-01-18 06:00:00,14651.179,20682.316,,0,0,0
2022-01-18 07:00:00,15070.611,19988.084,,0,0,0
2022-01-18 08:00:00,16748.337,20667.853,,0,0,0
2022-01-18 09:00:00,16603.705,20421.979,,0,0,0
2022-01-18 10:00:00,11599.453,16155.347,,0,0,0
2022-01-18 11:00:00,7405.137,10529.179,,0,0,0
2022-01-18 12:00:00,3095.116,3398.842,,0,0,0
2022-01-18 13:00:00,2227.326,2068.232,,0,0,0
2022-01-18 14:00:00,2343.032,2010.379,,0,0,0
2022-01-18 15:00:00,1402.926,838.863,,0,0,0
2022-01-18 16:00:00,723.158,578.526,,0,0,0
2022-01-18 17:00:00,361.579,361.579,,0,0,0
2022-01-18 18:00:00,708.695,404.968,,0,0,0
2022-01-18 19:00:00,1316.147,1012.421,,0,0,0
2022-01-18 20:00:00,2834.779,2183.937,,0,0,0
2022-01-18 21:00:00,3326.526,3456.695,,0,0,0
2022-01-18 22:00:00,4469.116,4874.084,,0,0,0
2022-01-18 23:00:00,5712.947,5900.968,,0,0,0
2022-01-19 00:00:00,7882.421,8055.979,,0,0,0
2022-01-19 01:00:00,9386.589,11830.863,,0,0,0
2022-01-19 02:00:00,8706.821,12611.874,,0,0,0
2022-01-19 03:00:00,10558.105,14477.621,,0,0,0
2022-01-19 04:00:00,12684.189,17240.084,,0,0,0
2022-01-19 05:00:00,12004.421,17905.389,,0,0,0
2022-01-19 06:00:00,11584.989,14810.274,,0,0,0
2022-01-19 07:00:00,7520.842,9994.042,,0,0,0
2022-01-19 08:00:00,3977.368,4931.937,,0,0,0
2022-01-19 09:00:00,5900.968,6638.589,,0,0,0
2022-01-19 10:00:00,2343.032,3254.211,,0,0,0
2022-01-19 11:00:00,1460.779,3442.232,,0,0,0
2022-01-19 12:00:00,2126.084,2198.4,,0,0,0
2022-01-19 13:00:00,3774.884,3688.105,,0,0,0
2022-01-19 14:00:00,5814.189,7274.968,,0,0,0
2022-01-19 15:00:00,3369.916,2791.389,,0,0,0
2022-01-19 16:00:00,8099.368,4367.874,,0,0,0
2022-01-19 17:00:00,10312.232,7260.505,,0,0,0
2022-01-19 18:00:00,8215.074,7260.505,,0,0,0
2022-01-19 19:00:00,8721.284,9140.716,,0,0,0
2022-01-19 20:00:00,10601.495,10529.179,,0,0,0
2022-01-19 21:00:00,10500.253,9198.568,,0,0,0
2022-01-19 22:00:00,6493.958,7419.6,,0,0,0
2022-01-19 23:00:00,6653.053,9227.495,,0,0,0
2022-01-20 00:00:00,5553.853,5192.274,,0,0,0
2022-01-20 01:00:00,4035.221,6479.495,,0,0,0
2022-01-20 02:00:00,6277.011,7289.432,,0,0,0
2022-01-20 03:00:00,6537.347,8027.053,,0,0,0
2022-01-20 04:00:00,5336.905,7506.379,,0,0,0
2022-01-20 05:00:00,4281.095,6103.453,,0,0,0
2022-01-20 06:00:00,4989.789,4657.137,,0,0,0
2022-01-20 07:00:00,6060.063,6479.495,,0,0,0
2022-01-20 08:00:00,6320.4,5221.2,,0,0,0
2022-01-20 09:00:00,4411.263,4657.137,,0,0,0
2022-01-20 10:00:00,1301.684,1923.6,,0,0,0
