forecast_id,forecast_kst_dtm,kpx_group_1,kpx_group_2,kpx_group_3
forecast_0051,2025-01-03 03:00:00,13125.29052174214,13979.557420982044,11385.5800866524
forecast_0052,2025-01-03 04:00:00,13328.925850132056,13731.964688389546,11636.379039934032
forecast_0053,2025-01-03 05:00:00,13328.925850132056,13589.27442972329,11636.379039934032
forecast_0054,2025-01-03 06:00:00,13324.448122809015,13207.683221399653,11408.832039570998
forecast_0055,2025-01-03 07:00:00,13225.511894001611,13069.94978029164,10840.773139886567
forecast_0056,2025-01-03 08:00:00,13225.511894001611,12982.556109655681,10840.773139886567
forecast_0057,2025-01-03 09:00:00,13225.511894001611,12982.556109655681,10840.773139886567
forecast_0058,2025-01-03 10:00:00,12752.797598966445,11699.228409600397,10223.130502356013
forecast_0059,2025-01-03 11:00:00,12752.797598966445,11459.184750026798,10071.333669493377
forecast_0060,2025-01-03 12:00:00,12888.585062009926,10479.367713006663,9215.789439050412
forecast_0061,2025-01-03 13:00:00,13095.42395260925,10479.367713006663,9215.789439050412
forecast_0062,2025-01-03 14:00:00,13297.162175501515,10661.101250783875,9332.272159363969
forecast_0063,2025-01-03 15:00:00,13614.481722852464,10885.35845305743,9383.357343253974
forecast_0064,2025-01-03 16:00:00,13614.481722852464,11048.58575369845,9383.357343253974
forecast_0065,2025-01-03 17:00:00,13355.688222459767,11048.58575369845,9383.357343253974
forecast_0066,2025-01-03 18:00:00,13175.71860125999,11244.563761952166,9714.956763179029
forecast_0067,2025-01-03 19:00:00,13175.71860125999,12053.211896253557,10376.379712293605
forecast_0068,2025-01-03 20:00:00,14523.302073980249,14148.304991667597,11995.461375082341
forecast_0069,2025-01-03 21:00:00,14523.302073980249,15118.519472095337,12555.356143029217
forecast_0070,2025-01-03 22:00:00,14248.310490692058,15118.519472095337,12835.881812037682
forecast_0071,2025-01-03 23:00:00,14229.322321725896,15031.524301095125,12835.881812037682
forecast_0072,2025-01-04 00:00:00,14184.27716463698,15018.32263688383,12769.319684825854
forecast_0073,2025-01-04 01:00:00,15323.325363155654,15426.643901697742,13242.830452065813
forecast_0074,2025-01-04 02:00:00,15618.234093721376,15649.243841619675,13509.298143602235
forecast_0075,2025-01-04 03:00:00,15618.234093721376,15649.243841619675,13509.298143602235
forecast_0076,2025-01-04 04:00:00,15675.30091836272,15606.43650596771,13079.081799921343
forecast_0077,2025-01-04 05:00:00,16101.707764568408,15593.927408571544,12842.685094274375
forecast_0078,2025-01-04 06:00:00,16236.9621834157,15593.927408571544,12575.39495725973
forecast_0079,2025-01-04 07:00:00,16236.9621834157,15593.927408571544,12568.588281199865
forecast_0080,2025-01-04 08:00:00,15786.375172748254,15525.183023699576,12057.124792962875
forecast_0081,2025-01-04 09:00:00,13598.351338292312,14824.091829902787,11728.562507144237
forecast_0082,2025-01-04 10:00:00,11010.298191343256,12847.223362579562,9898.303108600845
forecast_0083,2025-01-04 11:00:00,10796.532447819702,11707.0618007203,9394.252004089274
forecast_0084,2025-01-04 12:00:00,10660.723046472716,11408.691667408077,9094.552656979764
forecast_0085,2025-01-04 13:00:00,10660.723046472716,11599.85001620807,9394.252004089274
forecast_0086,2025-01-04 14:00:00,11871.606614058404,11408.691667408077,9167.605115894577
forecast_0087,2025-01-04 15:00:00,12521.750375154665,11599.85001620807,9550.546592929022
forecast_0088,2025-01-04 16:00:00,13449.114393778844,11626.36308232577,9989.337734880773
forecast_0089,2025-01-04 17:00:00,13756.162314163048,11667.18267212645,10095.607199172164
forecast_0090,2025-01-04 18:00:00,14892.167962107582,13787.369367003415,12088.055208033744
forecast_0091,2025-01-04 19:00:00,14991.311964132161,14993.9284266488,12152.65753312838
forecast_0092,2025-01-04 20:00:00,15599.747711419901,15566.611785459336,13148.639751702154
forecast_0093,2025-01-04 21:00:00,16199.678650282569,16486.059079403305,14065.71511771069
forecast_0094,2025-01-04 22:00:00,17772.02342575262,16709.833530480857,14962.76338465616
forecast_0095,2025-01-04 23:00:00,19077.336252892972,17257.946363373732,15750.148131182603
forecast_0096,2025-01-05 00:00:00,19237.8511152902,17314.52678372011,16025.644564447899
forecast_0097,2025-01-05 01:00:00,17084.79282720171,16343.21582496541,13130.056323175082
forecast_0098,2025-01-05 02:00:00,17170.81024998622,16302.897756517556,12646.975754255569
forecast_0099,2025-01-05 03:00:00,16812.21719333448,16221.70669755345,12623.318670962828
forecast_0100,2025-01-05 04:00:00,16812.21719333448,16221.70669755345,12510.013682791005
forecast_0101,2025-01-05 05:00:00,14796.551952078673,15798.829764358983,11785.317267371178
forecast_0102,2025-01-05 06:00:00,12719.142047712718,15472.874062211004,11314.438054257675
forecast_0103,2025-01-05 07:00:00,12719.142047712718,15472.874062211004,11314.438054257675
forecast_0104,2025-01-05 08:00:00,13505.015087492917,16597.277563312826,13113.495894943597
forecast_0105,2025-01-05 09:00:00,14359.613853408095,17339.524425662297,14003.828186555202
forecast_0106,2025-01-05 10:00:00,14792.534179784614,17492.94554496935,14861.278596253462
forecast_0107,2025-01-05 11:00:00,17505.4645794228,18140.385495230057,16171.70887374607
forecast_0108,2025-01-05 12:00:00,17505.4645794228,18140.385495230057,16194.83908302818
forecast_0109,2025-01-05 13:00:00,17309.658727888327,17364.49698372533,16194.83908302818
forecast_0110,2025-01-05 14:00:00,14676.976885666289,16334.551581733354,14819.10439963338
forecast_0111,2025-01-05 15:00:00,13748.484143444086,14993.592938149273,13259.464942221595
forecast_0112,2025-01-05 16:00:00,13094.826973137287,14801.112491080356,12528.793794535755
forecast_0113,2025-01-05 17:00:00,12275.426244306995,14175.18553273303,11751.978577018086
forecast_0114,2025-01-05 18:00:00,12275.426244306995,14175.18553273303,11751.978577018086
forecast_0115,2025-01-05 19:00:00,13052.884501342596,13994.912641550287,12306.920159191555
forecast_0116,2025-01-05 20:00:00,13592.252204350376,14100.381445081748,12431.2179702359
forecast_0117,2025-01-05 21:00:00,13592.252204350376,14039.41768275321,12761.033143906167
forecast_0118,2025-01-05 22:00:00,13291.691531308601,14039.41768275321,12761.033143906167
forecast_0119,2025-01-05 23:00:00,12607.30980218528,13035.968402037262,11964.076942707492
forecast_0120,2025-01-06 00:00:00,12306.563359894855,12649.789919843428,11449.67545514123
forecast_0121,2025-01-06 01:00:00,11692.489676139172,11154.522134648138,9336.232256072093
forecast_0122,2025-01-06 02:00:00,11314.068732804937,11139.945049104226,9044.555377926115
forecast_0123,2025-01-06 03:00:00,10620.630321531546,10679.099250244457,8668.3051716687
forecast_0124,2025-01-06 04:00:00,9155.686926486263,10069.308588069514,7798.63047777763
forecast_0125,2025-01-06 05:00:00,7213.014881096711,8197.316360146799,5669.457610923198
forecast_0126,2025-01-06 06:00:00,6208.359675250616,8144.253387590594,5262.834852301993
forecast_0127,2025-01-06 07:00:00,5780.766192884468,7489.142052152111,5134.8634121673895
forecast_0128,2025-01-06 08:00:00,5780.766192884468,6560.70126693137,5079.2395195813
forecast_0129,2025-01-06 09:00:00,5651.508260499802,6560.70126693137,5079.2395195813
forecast_0130,2025-01-06 10:00:00,5651.508260499802,6560.70126693137,5079.2395195813
forecast_0131,2025-01-06 11:00:00,5456.339853935465,6221.533280428555,4654.602727686919
forecast_0132,2025-01-06 12:00:00,5449.475906819191,6091.051345693976,4654.602727686919
forecast_0133,2025-01-06 13:00:00,5449.475906819191,5858.349817335773,4624.911886654474
forecast_0134,2025-01-06 14:00:00,5449.475906819191,6091.051345693976,4904.688470791904
forecast_0135,2025-01-06 15:00:00,6910.233931225601,6221.774939301852,5092.308889594607
forecast_0136,2025-01-06 16:00:00,8547.459242385175,7884.127993090367,6788.313235565451
forecast_0137,2025-01-06 17:00:00,10049.984967921197,9431.901121159804,8162.891898080021
forecast_0138,2025-01-06 18:00:00,12718.398848351131,11167.67656382521,10226.040167028306
forecast_0139,2025-01-06 19:00:00,13791.915262592956,14057.917497549657,11945.93015910644
forecast_0140,2025-01-06 20:00:00,14046.041559412442,14334.031267266386,12436.905202279378
forecast_0141,2025-01-06 21:00:00,14104.607926687098,14336.330606139756,12555.310666725542
forecast_0142,2025-01-06 22:00:00,14726.290802920174,14906.083961280085,13353.20843212153
forecast_0143,2025-01-06 23:00:00,15367.593167306339,15502.130333007062,14027.817115679369
forecast_0144,2025-01-07 00:00:00,15863.433269233643,16267.064443671301,14415.014817952866
forecast_0145,2025-01-07 01:00:00,17786.000179795938,18121.070646184544,16210.3932935985
forecast_0146,2025-01-07 02:00:00,18023.837722411165,18295.330947777988,16350.815997458318
forecast_0147,2025-01-07 03:00:00,18023.837722411165,18295.330947777988,16350.815997458318
forecast_0148,2025-01-07 04:00:00,17465.651535649482,17913.163563760514,15869.21252686522
forecast_0149,2025-01-07 05:00:00,17340.933024358914,17711.03769877719,15513.561470080327
forecast_0150,2025-01-07 06:00:00,17086.524175749095,17494.22817434098,15256.44257917965
forecast_0151,2025-01-07 07:00:00,16748.10405271087,17494.22817434098,14970.844958553065
forecast_0152,2025-01-07 08:00:00,16647.921037030246,17977.71192302116,14839.061055439142
forecast_0153,2025-01-07 09:00:00,16647.921037030246,18235.761514137175,14739.859457792792
forecast_0154,2025-01-07 10:00:00,16898.97340537837,18444.01748715596,14714.909627510866
forecast_0155,2025-01-07 11:00:00,16925.448658983172,18444.01748715596,14503.485129487332
forecast_0156,2025-01-07 12:00:00,16926.279900810958,18349.03898024872,14432.722849178375
forecast_0157,2025-01-07 13:00:00,16925.448658983172,17969.867164315976,14333.994482537084
forecast_0158,2025-01-07 14:00:00,16950.30166756092,17492.76206425504,14120.111139108885
forecast_0159,2025-01-07 15:00:00,16834.76577848587,17036.138713761702,14120.111139108885
forecast_0160,2025-01-07 16:00:00,16882.69007511278,17036.138713761702,14127.283332339579
forecast_0161,2025-01-07 17:00:00,16882.69007511278,17047.23011641433,14333.803569498166
forecast_0162,2025-01-07 18:00:00,17327.7856454297,17827.661348470123,15128.40685054706
forecast_0163,2025-01-07 19:00:00,17524.155357817875,18589.482314766014,15719.23845739075
forecast_0164,2025-01-07 20:00:00,18388.089424143785,18813.364789233514,16506.830639531392
forecast_0165,2025-01-07 21:00:00,18438.087311486142,18894.84252024776,16506.830639531392
forecast_0166,2025-01-07 22:00:00,18438.087311486142,18897.635388970615,16574.055977385957
forecast_0167,2025-01-07 23:00:00,18315.32205096596,18894.84252024776,16501.677131415927
forecast_0168,2025-01-08 00:00:00,17688.76274692113,18693.165527239486,16282.768295201553
forecast_0169,2025-01-08 01:00:00,15834.971251824301,17769.626859485055,15436.621524906011
forecast_0170,2025-01-08 02:00:00,15701.145747167257,17628.10009324661,15265.537588289275
forecast_0171,2025-01-08 03:00:00,15641.736621149084,17233.17260321643,15019.396220760314
forecast_0172,2025-01-08 04:00:00,14900.457992688218,16689.960399907628,14682.772024216178
forecast_0173,2025-01-08 05:00:00,14727.935541881523,16689.960399907628,14216.974393659799
forecast_0174,2025-01-08 06:00:00,14399.138514651833,16782.44183469146,14216.974393659799
forecast_0175,2025-01-08 07:00:00,14399.138514651833,17018.257019738136,14461.37640446897
forecast_0176,2025-01-08 08:00:00,14681.076710635178,17291.498772081868,14863.89522076811
forecast_0177,2025-01-08 09:00:00,14819.693575204383,17291.498772081868,14863.89522076811
forecast_0178,2025-01-08 10:00:00,14875.017053423928,17235.703851204737,14771.11289282484
forecast_0179,2025-01-08 11:00:00,15449.755277114167,17235.703851204737,14771.11289282484
forecast_0180,2025-01-08 12:00:00,15787.791913672356,17200.30430339385,14951.964987548967
forecast_0181,2025-01-08 13:00:00,15787.791913672356,17054.386238381,15131.585565813983
forecast_0182,2025-01-08 14:00:00,15781.013969842024,17054.386238381,14951.964987548967
forecast_0183,2025-01-08 15:00:00,15570.574121374171,17058.24189622924,14864.717631495225
forecast_0184,2025-01-08 16:00:00,15570.574121374171,17058.24189622924,14810.508493507654
forecast_0185,2025-01-08 17:00:00,16180.531438567203,16592.319201357997,14464.170014476296
forecast_0186,2025-01-08 18:00:00,16227.555405178819,15680.828713704599,14464.170014476296
forecast_0187,2025-01-08 19:00:00,16375.662112983577,15680.828713704599,14540.89151523092
forecast_0188,2025-01-08 20:00:00,16375.662112983577,15945.585289176244,14816.990397831234
forecast_0189,2025-01-08 21:00:00,16316.125763806296,16733.003777306956,15190.625710602737
forecast_0190,2025-01-08 22:00:00,16316.125763806296,17121.978026028162,15352.258584073195
forecast_0191,2025-01-08 23:00:00,16316.125763806296,17323.532178049216,15352.258584073195
forecast_0192,2025-01-09 00:00:00,16106.934052113473,17452.58219020992,15390.712741304334
forecast_0193,2025-01-09 01:00:00,15198.661908401915,16946.30347587035,14410.638044542444
forecast_0194,2025-01-09 02:00:00,15201.972952908813,16941.42989463169,14648.02216569331
forecast_0195,2025-01-09 03:00:00,15201.972952908813,16904.367690113624,14648.02216569331
forecast_0196,2025-01-09 04:00:00,14749.093483389988,16904.367690113624,14222.307515655004
forecast_0197,2025-01-09 05:00:00,14462.88382525664,17132.833003500702,13857.263686521293
forecast_0198,2025-01-09 06:00:00,14462.88382525664,17132.833003500702,13728.162189059482
forecast_0199,2025-01-09 07:00:00,14602.415920327272,15584.064133245469,13728.162189059482
forecast_0200,2025-01-09 08:00:00,14728.604894794189,15584.064133245469,13943.302925222086
forecast_0201,2025-01-09 09:00:00,14728.604894794189,16287.319858115969,13943.302925222086
forecast_0202,2025-01-09 10:00:00,14686.835373711761,16457.328145239313,14009.897418105942
forecast_0203,2025-01-09 11:00:00,14656.575489726029,17063.427881165437,13903.6904748157
forecast_0204,2025-01-09 12:00:00,14686.835373711761,17063.427881165437,13903.6904748157
forecast_0205,2025-01-09 13:00:00,14937.312161518375,17149.531881209903,13651.28683440015
forecast_0206,2025-01-09 14:00:00,14937.516525474275,17292.100486440922,13651.28683440015
forecast_0207,2025-01-09 15:00:00,15272.559925498821,17292.100486440922,13581.637302713005
forecast_0208,2025-01-09 16:00:00,15657.482311674228,15934.09229848985,12808.210073776077
forecast_0209,2025-01-09 17:00:00,15657.482311674228,15934.09229848985,12714.79779778021
forecast_0210,2025-01-09 18:00:00,15075.665787519963,15934.09229848985,12590.030905073381
forecast_0211,2025-01-09 19:00:00,13982.341638285248,15575.13681521239,12311.088628268106
forecast_0212,2025-01-09 20:00:00,13982.341638285248,15575.13681521239,12311.088628268106
forecast_0213,2025-01-09 21:00:00,16098.93483674646,17212.92059368544,14389.784887019929
forecast_0214,2025-01-09 22:00:00,18477.006405466575,19642.391555709597,16224.539191478147
forecast_0215,2025-01-09 23:00:00,20653.426898439702,19899.157833552214,17659.431428655123
forecast_0216,2025-01-10 00:00:00,20858.227951926296,20088.335978146628,18126.076267531156
forecast_0217,2025-01-10 01:00:00,14815.95752781951,13039.254040290223,11671.207309774549
forecast_0218,2025-01-10 02:00:00,15324.680516290411,13814.446489247573,12212.744916734542
forecast_0219,2025-01-10 03:00:00,17662.21767469139,16458.502841773836,14088.646064557692
forecast_0220,2025-01-10 04:00:00,18675.934157000822,18125.483935592292,14885.247656754997
forecast_0221,2025-01-10 05:00:00,18675.934157000822,18125.483935592292,14885.247656754997
forecast_0222,2025-01-10 06:00:00,18588.48042206734,17511.962478031324,14509.03958131661
forecast_0223,2025-01-10 07:00:00,16731.221235793575,15745.292326574934,13397.242511245311
forecast_0224,2025-01-10 08:00:00,13707.771613119945,10959.44594504803,9742.881764787546
forecast_0225,2025-01-10 09:00:00,11895.80199701506,8675.787105550868,7873.227591296085
forecast_0226,2025-01-10 10:00:00,7820.340438527666,6447.652551110246,5815.0280166250395
forecast_0227,2025-01-10 11:00:00,5345.984556942233,4081.6288722852187,3848.942537001536
forecast_0228,2025-01-10 12:00:00,4163.875417203591,3844.496382983599,3173.7614760010183
forecast_0229,2025-01-10 13:00:00,3948.492225625304,3844.496382983599,2928.3236209470274
forecast_0230,2025-01-10 14:00:00,3948.492225625304,3920.2676123063675,2928.3236209470274
forecast_0231,2025-01-10 15:00:00,4593.856083724284,4516.991038414364,3864.9429122281826
forecast_0232,2025-01-10 16:00:00,5028.8818529202035,5022.499121550941,4395.427660292451
forecast_0233,2025-01-10 17:00:00,5985.415509607124,5233.760358092322,4697.833963700772
forecast_0234,2025-01-10 18:00:00,7786.291352391257,7005.194341113196,5811.596433177628
forecast_0235,2025-01-10 19:00:00,8763.65656455794,7780.763382745163,6384.944191700306
forecast_0236,2025-01-10 20:00:00,9156.36777767882,8121.642053772234,6778.012696807642
forecast_0237,2025-01-10 21:00:00,9156.36777767882,8347.116834224524,6807.868066174522
forecast_0238,2025-01-10 22:00:00,9236.513240375722,8461.127716870165,7023.005534292466
forecast_0239,2025-01-10 23:00:00,9356.157760700391,8461.194074202056,7420.104666753684
forecast_0240,2025-01-11 00:00:00,9551.851291526793,8681.574756984133,7543.585356453594
forecast_0241,2025-01-11 01:00:00,9352.214306178925,8171.716943405889,7712.877048409522
forecast_0242,2025-01-11 02:00:00,9323.50550826154,8108.3544759839,7597.66121637009
forecast_0243,2025-01-11 03:00:00,9380.92310409631,8235.079410827879,7597.66121637009
forecast_0244,2025-01-11 04:00:00,10174.023884637281,8504.464659842102,7906.1709424269875
forecast_0245,2025-01-11 05:00:00,10174.023884637281,8504.464659842102,7906.1709424269875
forecast_0246,2025-01-11 06:00:00,8715.19394178585,7837.59536833847,6939.419111174508
forecast_0247,2025-01-11 07:00:00,8715.19394178585,7700.971805888294,6727.256370243411
forecast_0248,2025-01-11 08:00:00,8377.62494279618,7452.439695756017,6579.153973715814
forecast_0249,2025-01-11 09:00:00,7977.748337601544,7013.319203161631,6043.088305752641
forecast_0250,2025-01-11 10:00:00,5723.5559363821885,5589.870595857285,4460.254110287708
forecast_0251,2025-01-11 11:00:00,4795.130938866682,4456.107898185379,3584.258116438721
forecast_0252,2025-01-11 12:00:00,3860.8884997194955,3616.370928328753,2658.0766700261156
forecast_0253,2025-01-11 13:00:00,3850.766717993708,3465.126571503396,2625.44516719895
forecast_0254,2025-01-11 14:00:00,3850.766717993708,3465.126571503396,2625.44516719895
forecast_0255,2025-01-11 15:00:00,3949.2119468733763,3610.6218098896425,2799.4521886396637
forecast_0256,2025-01-11 16:00:00,4124.0123985660075,3630.9237252182375,3099.2368866718452
forecast_0257,2025-01-11 17:00:00,4619.635945741906,3823.2421196009,3334.7646250387484
forecast_0258,2025-01-11 18:00:00,6616.050196924338,5817.733412016316,4864.752880515279
forecast_0259,2025-01-11 19:00:00,8701.76338576862,8051.586035978001,6488.559769441163
forecast_0260,2025-01-11 20:00:00,9169.158514397788,8316.85294344218,6998.668729292492
forecast_0261,2025-01-11 21:00:00,9275.925404852489,8430.889270226293,7262.218160764268
forecast_0262,2025-01-11 22:00:00,10303.052677015796,9084.818678681257,8106.459950424953
forecast_0263,2025-01-11 23:00:00,12992.603594690352,11382.43157952886,10176.312663112876
forecast_0264,2025-01-12 00:00:00,13491.114211227157,12083.976042208838,10426.535033963986
forecast_0265,2025-01-12 01:00:00,10028.966355547616,9273.648604646252,7750.226118132372
forecast_0266,2025-01-12 02:00:00,10415.617981311827,10294.08932345749,8009.38097800212
forecast_0267,2025-01-12 03:00:00,12114.621530721979,12011.68295668163,9433.118393687815
forecast_0268,2025-01-12 04:00:00,13185.912226257444,13225.334307058693,9988.631987974508
forecast_0269,2025-01-12 05:00:00,14931.138678543684,14816.252605393805,11512.040796724239
forecast_0270,2025-01-12 06:00:00,15593.22578324054,15757.15291467065,12182.003517503235
forecast_0271,2025-01-12 07:00:00,15605.794114039283,16022.91589865763,12197.297763211785
forecast_0272,2025-01-12 08:00:00,16351.38813341239,16174.454959214387,12279.420533502554
forecast_0273,2025-01-12 09:00:00,16351.38813341239,16174.454959214387,12279.420533502554
forecast_0274,2025-01-12 10:00:00,13500.170816455808,14049.663264657296,10408.397140126574
forecast_0275,2025-01-12 11:00:00,11732.845736859002,13266.106943166964,9797.828526506953
forecast_0276,2025-01-12 12:00:00,9706.706386556876,11332.15773046419,8111.943344146461
forecast_0277,2025-01-12 13:00:00,9706.706386556876,11332.15773046419,8111.943344146461
forecast_0278,2025-01-12 14:00:00,10575.541239411477,12962.39494743415,9965.331115855703
forecast_0279,2025-01-12 15:00:00,10858.898578343953,13018.52704623351,10224.613976946726
forecast_0280,2025-01-12 16:00:00,11772.856680826599,13216.349982125914,10705.666603785321
forecast_0281,2025-01-12 17:00:00,12470.81104612242,14005.449590695374,11409.300375945795
forecast_0282,2025-01-12 18:00:00,13388.353187075794,14571.719134447732,11611.137628030036
forecast_0283,2025-01-12 19:00:00,13840.552095163494,14968.299808709186,11709.02791479179
forecast_0284,2025-01-12 20:00:00,14840.644988376978,16155.373050504859,12467.979189739843
forecast_0285,2025-01-12 21:00:00,15837.131568249879,17566.382239987328,13382.968053512217
forecast_0286,2025-01-12 22:00:00,15837.131568249879,17566.382239987328,13382.968053512217
forecast_0287,2025-01-12 23:00:00,15956.2209586082,17682.127487231723,13603.91828466123
forecast_0288,2025-01-13 00:00:00,16143.810528408181,17420.11246113442,13636.991230374657
forecast_0289,2025-01-13 01:00:00,19253.504671162926,19197.343874151244,16634.93142314494
forecast_0290,2025-01-13 02:00:00,19932.30706317572,19831.456919577417,17397.149622298435
forecast_0291,2025-01-13 03:00:00,20826.99397095895,20561.226529871008,18484.905548664516
forecast_0292,2025-01-13 04:00:00,21218.42042536378,20845.9720339399,19243.26000147445
forecast_0293,2025-01-13 05:00:00,21246.656572273125,20979.03529220044,19339.550415153237
forecast_0294,2025-01-13 06:00:00,21218.42042536378,21071.499537317697,19553.663572666454
forecast_0295,2025-01-13 07:00:00,21191.53589638813,21071.499537317697,19553.663572666454
forecast_0296,2025-01-13 08:00:00,20815.150497086273,20935.122725920726,18963.34306831019
forecast_0297,2025-01-13 09:00:00,19350.61669167763,19955.917717972545,17609.64582946945
forecast_0298,2025-01-13 10:00:00,19350.61669167763,19852.80315933699,17583.06731142925
forecast_0299,2025-01-13 11:00:00,18831.477661634395,19694.828385688998,17537.919341266308
forecast_0300,2025-01-13 12:00:00,15705.564309940146,18045.26179465013,14727.582493515958
forecast_0301,2025-01-13 13:00:00,14447.556867707326,16045.095322647645,13248.25142215902
forecast_0302,2025-01-13 14:00:00,14139.086878290756,15123.290508783883,12395.443771151757
forecast_0303,2025-01-13 15:00:00,14139.086878290756,15123.290508783883,12395.443771151757
forecast_0304,2025-01-13 16:00:00,14337.19178124893,15012.068959549906,12757.783796491762
forecast_0305,2025-01-13 17:00:00,14337.19178124893,14862.864248123333,12757.783796491762
forecast_0306,2025-01-13 18:00:00,14180.236166601355,14486.70094633301,12611.339603308028
forecast_0307,2025-01-13 19:00:00,14180.236166601355,14486.70094633301,12611.339603308028
forecast_0308,2025-01-13 20:00:00,15653.769391567734,16873.21137013337,15038.602430498091
forecast_0309,2025-01-13 21:00:00,15681.807467131763,17830.134240585605,15659.59001010966
forecast_0310,2025-01-13 22:00:00,16698.5777531129,18147.769770896506,16327.884377652163
forecast_0311,2025-01-13 23:00:00,17504.226360163237,18644.051717245457,17182.624270747838
forecast_0312,2025-01-14 00:00:00,18056.891796193613,18806.68514287169,17488.5976687391
forecast_0313,2025-01-14 01:00:00,17756.010381371674,18701.066008076185,17230.82904701735
forecast_0314,2025-01-14 02:00:00,17769.56158008032,18680.278475824074,17336.464557259722
forecast_0315,2025-01-14 03:00:00,17842.80010397963,18349.806503763644,17446.40513080843
