forecast_id,forecast_kst_dtm,kpx_group_1,kpx_group_2,kpx_group_3
forecast_0068,2025-01-03 20:00:00,14500.122689119447,14148.30499166759,11995.461375082345
forecast_0069,2025-01-03 21:00:00,14500.122689119447,15118.519472095331,12555.35614302922
forecast_0070,2025-01-03 22:00:00,14226.433762031284,15118.519472095331,12835.881812037682
forecast_0071,2025-01-03 23:00:00,14207.535541476398,15031.524301095125,12835.881812037682
forecast_0072,2025-01-04 00:00:00,14162.703766747993,15018.32263688383,12769.319684825856
forecast_0073,2025-01-04 01:00:00,15294.68758228208,15426.643901697742,13242.830452065813
forecast_0074,2025-01-04 02:00:00,15594.44955686094,15649.243841619673,13509.298143602238
forecast_0075,2025-01-04 03:00:00,15594.44955686094,15649.243841619673,13509.298143602238
forecast_0076,2025-01-04 04:00:00,15652.455516890066,15606.43650596771,13079.081799921347
forecast_0077,2025-01-04 05:00:00,16085.879640846524,15593.927408571548,12842.68509427438
forecast_0078,2025-01-04 06:00:00,16223.359910034915,15593.927408571548,12575.394957259736
forecast_0079,2025-01-04 07:00:00,16223.359910034915,15593.927408571548,12568.58828119987
forecast_0080,2025-01-04 08:00:00,15765.357694304786,15525.183023699581,12057.124792962877
forecast_0081,2025-01-04 09:00:00,13579.553515936643,14824.09182990279,11728.562507144243
forecast_0082,2025-01-04 10:00:00,11008.451520539897,12847.223362579567,9898.303108600845
forecast_0083,2025-01-04 11:00:00,10796.09780772671,11707.061800720305,9394.252004089274
forecast_0084,2025-01-04 12:00:00,10661.18549607379,11408.691667408079,9094.552656979762
forecast_0085,2025-01-04 13:00:00,10661.18549607379,11599.850016208069,9394.252004089274
forecast_0086,2025-01-04 14:00:00,11864.070566070783,11408.691667408079,9167.60511589458
forecast_0087,2025-01-04 15:00:00,12508.052494051055,11599.850016208069,9550.546592929026
forecast_0088,2025-01-04 16:00:00,13431.023518263934,11626.363082325774,9989.337734880777
forecast_0089,2025-01-04 17:00:00,13736.61692912312,11667.182672126452,10095.607199172166
forecast_0090,2025-01-04 18:00:00,14867.241231272043,13787.369367003419,12088.055208033744
forecast_0091,2025-01-04 19:00:00,14965.91558056257,14993.928426648805,12152.657533128386
forecast_0092,2025-01-04 20:00:00,15575.658948489056,15566.611785459336,13148.63975170216
forecast_0093,2025-01-04 21:00:00,16185.462810515943,16486.0590794033,14065.715117710693
forecast_0094,2025-01-04 22:00:00,17783.683296255727,16709.833530480857,14962.763384656164
forecast_0095,2025-01-04 23:00:00,19096.818245428305,17257.946363373732,15750.148131182608
forecast_0096,2025-01-05 00:00:00,19257.333107825532,17314.52678372011,16025.644564447904
forecast_0097,2025-01-05 01:00:00,17085.143104456547,16343.21582496541,13130.05632317509
forecast_0098,2025-01-05 02:00:00,17172.576095852248,16302.897756517548,12646.975754255578
forecast_0099,2025-01-05 03:00:00,16808.08175712585,16221.706697553447,12623.318670962835
forecast_0100,2025-01-05 04:00:00,16808.08175712585,16221.706697553447,12510.01368279101
forecast_0101,2025-01-05 05:00:00,14772.07816160878,15798.829764358987,11785.317267371185
forecast_0102,2025-01-05 06:00:00,12704.509107131951,15472.874062211005,11314.438054257684
forecast_0103,2025-01-05 07:00:00,12704.509107131951,15472.874062211005,11314.438054257684
forecast_0104,2025-01-05 08:00:00,13486.65940610875,16597.277563312833,13113.495894943593
forecast_0105,2025-01-05 09:00:00,14337.20987219002,17339.524425662297,14003.828186555198
forecast_0106,2025-01-05 10:00:00,14768.07942180993,17492.94554496935,14861.278596253465
forecast_0107,2025-01-05 11:00:00,17512.7377533279,18140.385495230057,16171.708873746069
forecast_0108,2025-01-05 12:00:00,17512.7377533279,18140.385495230057,16194.839083028177
forecast_0109,2025-01-05 13:00:00,17313.709570684823,17364.496983725334,16194.839083028177
forecast_0110,2025-01-05 14:00:00,14653.069531447889,16334.551581733356,14819.104399633372
forecast_0111,2025-01-05 15:00:00,13728.975130487159,14993.592938149268,13259.464942221595
forecast_0112,2025-01-05 16:00:00,13078.414384279635,14801.11249108036,12528.793794535755
forecast_0113,2025-01-05 17:00:00,12265.22276368979,14175.185532733036,11751.978577018086
forecast_0114,2025-01-05 18:00:00,12265.22276368979,14175.185532733036,11751.978577018086
forecast_0115,2025-01-05 19:00:00,13036.670597187485,13994.912641550287,12306.920159191557
forecast_0116,2025-01-05 20:00:00,13573.483274059505,14100.381445081744,12431.217970235903
forecast_0117,2025-01-05 21:00:00,13573.483274059505,14039.417682753208,12761.033143906167
forecast_0118,2025-01-05 22:00:00,13274.34637995503,14039.417682753208,12761.033143906167
forecast_0119,2025-01-05 23:00:00,12593.206619520224,13035.968402037266,11964.076942707494
forecast_0120,2025-01-06 00:00:00,12296.154202901638,12649.78991984343,11449.67545514123
forecast_0121,2025-01-06 01:00:00,11686.136785999584,11154.522134648138,9336.232256072093
forecast_0122,2025-01-06 02:00:00,11310.215504138832,11139.945049104228,9044.555377926117
forecast_0123,2025-01-06 03:00:00,10621.35760383194,10679.099250244453,8668.3051716687
forecast_0124,2025-01-06 04:00:00,9166.090899862918,10069.308588069513,7798.630477777629
forecast_0125,2025-01-06 05:00:00,7215.004881218441,8197.316360146797,5669.457610923198
forecast_0126,2025-01-06 06:00:00,6204.40328293099,8144.2533875905965,5262.83485230199
forecast_0127,2025-01-06 07:00:00,5774.278943573585,7489.142052152109,5134.863412167386
forecast_0128,2025-01-06 08:00:00,5774.278943573585,6560.701266931368,5079.239519581301
forecast_0129,2025-01-06 09:00:00,5644.255954294132,6560.701266931368,5079.239519581301
forecast_0130,2025-01-06 10:00:00,5644.255954294132,6560.701266931368,5079.239519581301
forecast_0131,2025-01-06 11:00:00,5437.172407309687,6221.533280428557,4654.602727686924
forecast_0132,2025-01-06 12:00:00,5430.321242905818,6091.051345693981,4654.602727686924
forecast_0133,2025-01-06 13:00:00,5430.321242905818,5858.349817335778,4624.9118866544795
forecast_0134,2025-01-06 14:00:00,5430.321242905818,6091.051345693981,4904.688470791907
forecast_0135,2025-01-06 15:00:00,6910.431819644511,6221.7749393018585,5092.308889594609
forecast_0136,2025-01-06 16:00:00,8557.347603872284,7884.127993090373,6788.313235565451
forecast_0137,2025-01-06 17:00:00,10054.481651018697,9431.901121159815,8162.89189808002
forecast_0138,2025-01-06 18:00:00,12703.769428362692,11167.676563825218,10226.040167028306
forecast_0139,2025-01-06 19:00:00,13772.200513096908,14057.917497549664,11945.930159106436
forecast_0140,2025-01-06 20:00:00,14025.122994177082,14334.03126726639,12436.905202279377
forecast_0141,2025-01-06 21:00:00,14083.411928082574,14336.330606139756,12555.310666725538
forecast_0142,2025-01-06 22:00:00,14702.14984489729,14906.083961280083,13353.208432121524
forecast_0143,2025-01-06 23:00:00,15339.683891333441,15502.130333007064,14027.817115679365
forecast_0144,2025-01-07 00:00:00,15843.683917863642,16267.064443671301,14415.014817952862
forecast_0145,2025-01-07 01:00:00,17797.890062471815,18121.070646184548,16210.393293598498
forecast_0146,2025-01-07 02:00:00,18039.641641906444,18295.330947777988,16350.81599745832
forecast_0147,2025-01-07 03:00:00,18039.641641906444,18295.330947777988,16350.81599745832
forecast_0148,2025-01-07 04:00:00,17472.269515603668,17913.163563760514,15869.21252686522
forecast_0149,2025-01-07 05:00:00,17345.498540938803,17711.03769877718,15513.561470080327
forecast_0150,2025-01-07 06:00:00,17086.90294540211,17494.228174340984,15256.442579179655
forecast_0151,2025-01-07 07:00:00,16742.91352154017,17494.228174340984,14970.844958553069
forecast_0152,2025-01-07 08:00:00,16641.081817398754,17977.71192302116,14839.061055439148
forecast_0153,2025-01-07 09:00:00,16641.081817398754,18235.761514137175,14739.859457792798
forecast_0154,2025-01-07 10:00:00,16896.265695863007,18444.017487155957,14714.909627510873
forecast_0155,2025-01-07 11:00:00,16923.176646525026,18444.017487155957,14503.485129487335
forecast_0156,2025-01-07 12:00:00,16924.021567905176,18349.038980248715,14432.722849178379
forecast_0157,2025-01-07 13:00:00,16923.176646525026,17969.86716431598,14333.994482537088
forecast_0158,2025-01-07 14:00:00,16948.43865525295,17492.76206425504,14120.111139108887
forecast_0159,2025-01-07 15:00:00,16831.00141907,17036.138713761702,14120.111139108887
forecast_0160,2025-01-07 16:00:00,16879.714394639173,17036.138713761702,14127.283332339583
forecast_0161,2025-01-07 17:00:00,16879.714394639173,17047.23011641433,14333.803569498166
forecast_0162,2025-01-07 18:00:00,17332.134798669118,17827.661348470116,15128.40685054706
forecast_0163,2025-01-07 19:00:00,17531.7361214921,18589.482314766006,15719.238457390751
forecast_0164,2025-01-07 20:00:00,18407.571416679122,18813.364789233514,16506.830639531392
forecast_0165,2025-01-07 21:00:00,18457.569304021476,18894.84252024776,16506.830639531392
forecast_0166,2025-01-07 22:00:00,18457.569304021476,18897.635388970615,16574.055977385964
forecast_0167,2025-01-07 23:00:00,18334.804043501288,18894.84252024776,16501.677131415927
forecast_0168,2025-01-08 00:00:00,17699.05241590361,18693.165527239486,16282.768295201555
forecast_0169,2025-01-08 01:00:00,15814.75350768977,17769.626859485055,15436.621524906015
forecast_0170,2025-01-08 02:00:00,15678.725667998302,17628.100093246612,15265.537588289279
forecast_0171,2025-01-08 03:00:00,15618.338859886351,17233.172603216437,15019.39622076032
forecast_0172,2025-01-08 04:00:00,14875.491991342631,16689.96039990762,14682.772024216181
forecast_0173,2025-01-08 05:00:00,14703.786792604158,16689.96039990762,14216.9743936598
forecast_0174,2025-01-08 06:00:00,14376.54730208504,16782.44183469146,14216.9743936598
forecast_0175,2025-01-08 07:00:00,14376.54730208504,17018.25701973813,14461.376404468974
forecast_0176,2025-01-08 08:00:00,14657.149935231777,17291.498772081875,14863.895220768112
forecast_0177,2025-01-08 09:00:00,14795.110161092623,17291.498772081875,14863.895220768112
forecast_0178,2025-01-08 10:00:00,14850.171567756932,17235.703851204737,14771.112892824845
forecast_0179,2025-01-08 11:00:00,15423.198123768387,17235.703851204737,14771.112892824845
forecast_0180,2025-01-08 12:00:00,15766.79775020297,17200.304303393852,14951.964987548969
forecast_0181,2025-01-08 13:00:00,15766.79775020297,17054.386238380997,15131.585565813983
forecast_0182,2025-01-08 14:00:00,15759.90826333608,17054.386238380997,14951.964987548969
forecast_0183,2025-01-08 15:00:00,15546.005255494329,17058.24189622923,14864.717631495227
forecast_0184,2025-01-08 16:00:00,15546.005255494329,17058.24189622923,14810.508493507652
forecast_0185,2025-01-08 17:00:00,16166.000497615034,16592.319201357997,14464.170014476296
forecast_0186,2025-01-08 18:00:00,16213.798326648412,15680.8287137046,14464.170014476296
forecast_0187,2025-01-08 19:00:00,16364.342391908067,15680.8287137046,14540.891515230924
forecast_0188,2025-01-08 20:00:00,16364.342391908067,15945.585289176253,14816.99039783124
forecast_0189,2025-01-08 21:00:00,16303.826266955226,16733.003777306956,15190.625710602739
forecast_0190,2025-01-08 22:00:00,16303.826266955226,17121.978026028166,15352.258584073194
forecast_0191,2025-01-08 23:00:00,16303.826266955226,17323.532178049212,15352.258584073194
forecast_0192,2025-01-09 00:00:00,16091.191936183533,17452.58219020992,15390.712741304334
forecast_0193,2025-01-09 01:00:00,15167.972570206584,16946.303475870358,14410.638044542451
forecast_0194,2025-01-09 02:00:00,15171.338103798624,16941.429894631692,14648.022165693315
forecast_0195,2025-01-09 03:00:00,15171.338103798624,16904.367690113628,14648.022165693315
forecast_0196,2025-01-09 04:00:00,14724.84450732257,16904.367690113628,14222.307515655006
forecast_0197,2025-01-09 05:00:00,14439.990646269327,17132.8330035007,13857.263686521297
forecast_0198,2025-01-09 06:00:00,14439.990646269327,17132.8330035007,13728.162189059485
forecast_0199,2025-01-09 07:00:00,14578.861767114588,15584.06413324547,13728.162189059485
forecast_0200,2025-01-09 08:00:00,14704.452974740796,15584.06413324547,13943.302925222084
forecast_0201,2025-01-09 09:00:00,14704.452974740796,16287.319858115967,13943.302925222084
forecast_0202,2025-01-09 10:00:00,14662.881319080132,16457.328145239313,14009.89741810595
forecast_0203,2025-01-09 11:00:00,14632.764778483372,17063.427881165433,13903.690474815703
forecast_0204,2025-01-09 12:00:00,14662.881319080132,17063.427881165433,13903.690474815703
forecast_0205,2025-01-09 13:00:00,14912.171579151252,17149.53188120989,13651.28683440015
forecast_0206,2025-01-09 14:00:00,14912.374975019437,17292.100486440908,13651.28683440015
forecast_0207,2025-01-09 15:00:00,15243.086709689458,17292.100486440908,13581.637302713003
forecast_0208,2025-01-09 16:00:00,15634.343673558262,15934.09229848985,12808.210073776076
forecast_0209,2025-01-09 17:00:00,15634.343673558262,15934.09229848985,12714.797797780207
forecast_0210,2025-01-09 18:00:00,15042.952330926499,15934.09229848985,12590.03090507338
forecast_0211,2025-01-09 19:00:00,13961.724824456984,15575.136815212394,12311.088628268106
forecast_0212,2025-01-09 20:00:00,13961.724824456984,15575.136815212394,12311.088628268106
forecast_0213,2025-01-09 21:00:00,16083.061079599875,17212.920593685434,14389.784887019929
forecast_0214,2025-01-09 22:00:00,18496.488398001904,19642.39155570959,16224.539191478147
forecast_0215,2025-01-09 23:00:00,20672.908890975028,19899.157833552195,17659.43142865512
forecast_0216,2025-01-10 00:00:00,20877.709944461625,20088.335978146617,18126.076267531156
forecast_0217,2025-01-10 01:00:00,14791.391811650468,13039.254040290223,11671.207309774549
forecast_0218,2025-01-10 02:00:00,15296.065036855061,13814.446489247573,12212.744916734544
forecast_0219,2025-01-10 03:00:00,17672.07049762787,16458.50284177384,14088.646064557697
forecast_0220,2025-01-10 04:00:00,18695.416149536155,18125.483935592278,14885.247656754993
forecast_0221,2025-01-10 05:00:00,18695.416149536155,18125.483935592278,14885.247656754993
forecast_0222,2025-01-10 06:00:00,18607.96241460267,17511.962478031306,14509.039581316612
forecast_0223,2025-01-10 07:00:00,16725.752868052976,15745.292326574929,13397.24251124531
forecast_0224,2025-01-10 08:00:00,13688.455458538567,10959.445945048032,9742.881764787542
forecast_0225,2025-01-10 09:00:00,11888.106126301764,8675.787105550873,7873.227591296082
forecast_0226,2025-01-10 10:00:00,7825.925100861,6447.652551110249,5815.02801662504
forecast_0227,2025-01-10 11:00:00,5327.0226247238,4081.6288722852228,3848.9425370015397
forecast_0228,2025-01-10 12:00:00,4147.114924026968,3844.4963829835992,3173.76147600102
forecast_0229,2025-01-10 13:00:00,3932.132840054529,3844.4963829835992,2928.3236209470315
forecast_0230,2025-01-10 14:00:00,3932.132840054529,3920.26761230637,2928.3236209470315
forecast_0231,2025-01-10 15:00:00,4576.294838574193,4516.991038414367,3864.942912228185
forecast_0232,2025-01-10 16:00:00,5010.510460313921,5022.499121550944,4395.427660292455
forecast_0233,2025-01-10 17:00:00,5980.139546658977,5233.760358092326,4697.833963700776
forecast_0234,2025-01-10 18:00:00,7791.674483664734,7005.1943411132,5811.596433177629
forecast_0235,2025-01-10 19:00:00,8774.824563193124,7780.763382745166,6384.944191700306
forecast_0236,2025-01-10 20:00:00,9166.767253689444,8121.642053772238,6778.012696807642
forecast_0237,2025-01-10 21:00:00,9166.767253689444,8347.11683422453,6807.86806617452
forecast_0238,2025-01-10 22:00:00,9246.383315123261,8461.127716870173,7023.005534292466
forecast_0239,2025-01-10 23:00:00,9365.237522958001,8461.194074202062,7420.10466675368
forecast_0240,2025-01-11 00:00:00,9559.638399167281,8681.574756984139,7543.58535645359
forecast_0241,2025-01-11 01:00:00,9361.320116945508,8171.716943405896,7712.87704840952
forecast_0242,2025-01-11 02:00:00,9332.80095513936,8108.354475983905,7597.661216370089
forecast_0243,2025-01-11 03:00:00,9389.839278751657,8235.079410827886,7597.661216370089
forecast_0244,2025-01-11 04:00:00,10177.701228037045,8504.46465984211,7906.170942426985
forecast_0245,2025-01-11 05:00:00,10177.701228037045,8504.46465984211,7906.170942426985
forecast_0246,2025-01-11 06:00:00,8726.075097958006,7837.595368338472,6939.419111174506
forecast_0247,2025-01-11 07:00:00,8726.075097958006,7700.971805888292,6727.256370243409
forecast_0248,2025-01-11 08:00:00,8386.5080824027,7452.439695756015,6579.153973715813
forecast_0249,2025-01-11 09:00:00,7984.26467195113,7013.31920316163,6043.08830575264
forecast_0250,2025-01-11 10:00:00,5716.730068772358,5589.870595857285,4460.25411028771
forecast_0251,2025-01-11 11:00:00,4777.194860032162,4456.107898185379,3584.258116438724
forecast_0252,2025-01-11 12:00:00,3844.6922583592964,3616.3709283287544,2658.07667002612
forecast_0253,2025-01-11 13:00:00,3834.589326403565,3465.126571503398,2625.445167198954
forecast_0254,2025-01-11 14:00:00,3834.589326403565,3465.126571503398,2625.445167198954
forecast_0255,2025-01-11 15:00:00,3932.8512209674295,3610.6218098896475,2799.452188639669
forecast_0256,2025-01-11 16:00:00,4107.326142194263,3630.92372521824,3099.236886671849
forecast_0257,2025-01-11 17:00:00,4602.026690816041,3823.2421196009,3334.7646250387506
forecast_0258,2025-01-11 18:00:00,6614.50685917546,5817.733412016321,4864.75288051528
forecast_0259,2025-01-11 19:00:00,8712.565048641669,8051.586035977999,6488.559769441162
forecast_0260,2025-01-11 20:00:00,9179.473501131708,8316.852943442183,6998.668729292488
forecast_0261,2025-01-11 21:00:00,9285.535142346338,8430.889270226297,7262.218160764264
forecast_0262,2025-01-11 22:00:00,10305.877720068653,9084.818678681258,8106.4599504249445
forecast_0263,2025-01-11 23:00:00,12976.675245808807,11382.431579528858,10176.312663112874
forecast_0264,2025-01-12 00:00:00,13472.824379358952,12083.97604220884,10426.535033963986
forecast_0265,2025-01-12 01:00:00,10033.601877196472,9273.648604646249,7750.2261181323665
forecast_0266,2025-01-12 02:00:00,10417.699473672375,10294.089323457485,8009.380978002116
forecast_0267,2025-01-12 03:00:00,12105.480246461459,12011.682956681627,9433.118393687811
forecast_0268,2025-01-12 04:00:00,13169.068159576758,13225.334307058689,9988.631987974502
forecast_0269,2025-01-12 05:00:00,14906.027340438432,14816.252605393804,11512.040796724239
forecast_0270,2025-01-12 06:00:00,15569.029690462821,15757.152914670649,12182.00351750324
forecast_0271,2025-01-12 07:00:00,15581.80485534236,16022.915898657626,12197.297763211787
forecast_0272,2025-01-12 08:00:00,16339.668941131651,16174.454959214385,12279.420533502558
forecast_0273,2025-01-12 09:00:00,16339.668941131651,16174.454959214385,12279.420533502558
forecast_0274,2025-01-12 10:00:00,13481.838082754713,14049.663264657296,10408.397140126577
forecast_0275,2025-01-12 11:00:00,11726.22627455427,13266.106943166964,9797.828526506957
forecast_0276,2025-01-12 12:00:00,9713.47059807642,11332.157730464194,8111.943344146465
forecast_0277,2025-01-12 13:00:00,9713.47059807642,11332.157730464194,8111.943344146465
forecast_0278,2025-01-12 14:00:00,10576.566357874051,12962.39494743415,9965.3311158557
forecast_0279,2025-01-12 15:00:00,10858.051978457326,13018.527046233514,10224.61397694673
forecast_0280,2025-01-12 16:00:00,11765.97292602718,13216.349982125917,10705.666603785325
forecast_0281,2025-01-12 17:00:00,12457.354468523437,14005.44959069538,11409.300375945795
forecast_0282,2025-01-12 18:00:00,13370.550142052592,14571.719134447738,11611.137628030037
forecast_0283,2025-01-12 19:00:00,13820.606949264986,14968.299808709193,11709.027914791794
forecast_0284,2025-01-12 20:00:00,14815.962325815713,16155.373050504864,12467.979189739845
forecast_0285,2025-01-12 21:00:00,15816.949375937558,17566.382239987324,13382.96805351222
forecast_0286,2025-01-12 22:00:00,15816.949375937558,17566.382239987324,13382.96805351222
forecast_0287,2025-01-12 23:00:00,15937.998592543398,17682.127487231715,13603.918284661233
forecast_0288,2025-01-13 00:00:00,16128.675280024881,17420.112461134413,13636.991230374668
forecast_0289,2025-01-13 01:00:00,19272.98666369826,19197.343874151236,16634.931423144935
forecast_0290,2025-01-13 02:00:00,19951.78905571105,19831.45691957741,17397.14962229843
forecast_0291,2025-01-13 03:00:00,20846.475963494282,20561.226529871004,18484.905548664516
forecast_0292,2025-01-13 04:00:00,21237.902417899113,20845.97203393989,19243.26000147445
forecast_0293,2025-01-13 05:00:00,21266.138564808458,20979.035292200428,19339.550415153233
forecast_0294,2025-01-13 06:00:00,21237.902417899113,21071.49953731769,19553.663572666454
forecast_0295,2025-01-13 07:00:00,21211.01788892346,21071.49953731769,19553.663572666454
forecast_0296,2025-01-13 08:00:00,20834.632489621603,20935.122725920723,18963.343068310183
forecast_0297,2025-01-13 09:00:00,19370.098684212964,19955.917717972545,17609.645829469446
forecast_0298,2025-01-13 10:00:00,19370.098684212964,19852.803159336985,17583.06731142925
forecast_0299,2025-01-13 11:00:00,18850.959654169736,19694.82838568899,17537.919341266308
forecast_0300,2025-01-13 12:00:00,15683.216946025446,18045.261794650123,14727.582493515958
forecast_0301,2025-01-13 13:00:00,14424.736293692276,16045.095322647638,13248.251422159017
forecast_0302,2025-01-13 14:00:00,14117.727550250693,15123.290508783883,12395.44377115176
forecast_0303,2025-01-13 15:00:00,14117.727550250693,15123.290508783883,12395.44377115176
forecast_0304,2025-01-13 16:00:00,14314.894015104665,15012.068959549906,12757.78379649176
forecast_0305,2025-01-13 17:00:00,14314.894015104665,14862.864248123333,12757.78379649176
forecast_0306,2025-01-13 18:00:00,14158.681911229687,14486.700946333009,12611.339603308026
forecast_0307,2025-01-13 19:00:00,14158.681911229687,14486.700946333009,12611.339603308026
forecast_0308,2025-01-13 20:00:00,15630.569650793865,16873.21137013337,15038.602430498087
forecast_0309,2025-01-13 21:00:00,15659.06914241061,17830.1342405856,15659.590010109652
forecast_0310,2025-01-13 22:00:00,16692.572179211667,18147.769770896502,16327.884377652159
forecast_0311,2025-01-13 23:00:00,17511.479156983547,18644.051717245457,17182.624270747838
forecast_0312,2025-01-14 00:00:00,18073.239678851285,18806.685142871687,17488.5976687391
forecast_0313,2025-01-14 01:00:00,17767.406728948143,18701.066008076188,17230.82904701734
forecast_0314,2025-01-14 02:00:00,17781.180936564924,18680.278475824078,17336.464557259715
forecast_0315,2025-01-14 03:00:00,17855.62472972487,18349.806503763655,17446.405130808427
